name,total,days,nation,distributor,rating,genre,director,holiday
에이리언: 커버넌트,1089170,9,미국,1383136.333,15세이상관람가,범죄/스릴러,2069876.667,0
에이리언: 커버넌트,1277846,16,미국,1383136.333,15세이상관람가,범죄/스릴러,2069876.667,0
엑스맨: 아포칼립스,303273,1,미국,1383136.333,12세이상관람가,액션,2736281,0
엑스맨: 아포칼립스,1907570,8,미국,1383136.333,12세이상관람가,액션,2736281,0
엑스맨: 아포칼립스,2779638,15,미국,1383136.333,12세이상관람가,액션,2736281,0
여교사,105081,8,한국,85811.66667,청소년관람불가,드라마,71063,0
여교사,113067,15,한국,85811.66667,청소년관람불가,드라마,71063,0
연애의 맛,182810,7,한국,1242547.667,청소년관람불가,멜로/로맨스,75245.66667,0
연애의 맛,212126,14,한국,1242547.667,청소년관람불가,멜로/로맨스,75245.66667,0
연평해전,162623,1,한국,565352,12세이상관람가,드라마,3022042,0
연평해전,2068328,8,한국,565352,12세이상관람가,드라마,3022042,0
연평해전,3692778,15,한국,565352,12세이상관람가,드라마,3022042,0
열정같은소리하고있네,444742,8,한국,565352,15세이상관람가,드라마,1684279.333,0
열정같은소리하고있네,587004,15,한국,565352,15세이상관람가,드라마,1684279.333,0
오늘의 연애,141522,1,한국,2392197.667,15세이상관람가,멜로/로맨스,1939514.333,0
오늘의 연애,1214638,8,한국,2392197.667,15세이상관람가,멜로/로맨스,1939514.333,0
오늘의 연애,1661146,15,한국,2392197.667,15세이상관람가,멜로/로맨스,1939514.333,0
오빠생각,696682,7,한국,565352,12세이상관람가,드라마,704000,0
오빠생각,952918,14,한국,565352,12세이상관람가,드라마,704000,0
오즈의 마법사: 돌아온 도로시,140874,7,미국,10069.33333,전체관람가,애니메이션,151945,1
오즈의 마법사: 돌아온 도로시,248081,14,미국,10069.33333,전체관람가,애니메이션,151945,1
오피스,337189,7,한국,46549,15세이상관람가,범죄/스릴러,1779480.667,0
오피스,438377,14,한국,46549,15세이상관람가,범죄/스릴러,1779480.667,0
옥자,152598,7,미국,565352,12세이상관람가,기타,3715538.667,0
우먼 인 골드,107389,14,미국,25767,12세이상관람가,드라마,81770.5,0
워크래프트: 전쟁의 서막,821638,7,미국,264826.3333,12세이상관람가,액션,818431.6667,0
워크래프트: 전쟁의 서막,1100154,14,미국,264826.3333,12세이상관람가,액션,818431.6667,0
워킹걸,134144,8,한국,14244.66667,청소년관람불가,코미디,326277.3333,0
워킹걸,142541,15,한국,14244.66667,청소년관람불가,코미디,326277.3333,0
워터 디바이너,123600,8,미국,2272199.667,15세이상관람가,드라마,1258250.333,0
워터 디바이너,134588,15,미국,2272199.667,15세이상관람가,드라마,1258250.333,0
원더 우먼,210260,1,미국,687584.6667,12세이상관람가,액션,1128947,0
원더 우먼,1587714,8,미국,687584.6667,12세이상관람가,액션,1128947,0
원더 우먼,1933631,15,미국,687584.6667,12세이상관람가,액션,1128947,0
원라인,351725,8,한국,565352,15세이상관람가,범죄/스릴러,434777,0
원라인,426026,15,한국,565352,15세이상관람가,범죄/스릴러,434777,0
원피스 필름 골드,159749,7,기타,2392197.667,12세이상관람가,애니메이션,217248,0
원피스 필름 골드,212742,14,기타,2392197.667,12세이상관람가,애니메이션,217248,0
위대한 소원,249616,7,한국,565352,15세이상관람가,코미디,308398,0
위대한 소원,299770,14,한국,565352,15세이상관람가,코미디,308398,0
위자: 저주의 시작,256615,8,미국,264826.3333,12세이상관람가,공포(호러),207675.6667,0
위자: 저주의 시작,324371,15,미국,264826.3333,12세이상관람가,공포(호러),207675.6667,0
위플래쉬,409149,7,미국,5306580.667,15세이상관람가,드라마,2548489,0
위플래쉬,952776,14,미국,5306580.667,15세이상관람가,드라마,2548489,0
위험한 상견례 2,333844,8,한국,2272199.667,15세이상관람가,멜로/로맨스,1418266,0
위험한 상견례 2,445292,15,한국,2272199.667,15세이상관람가,멜로/로맨스,1418266,0
은밀한 유혹,124999,7,한국,2392197.667,15세이상관람가,멜로/로맨스,596167,0
은밀한 유혹,143502,14,한국,2392197.667,15세이상관람가,멜로/로맨스,596167,0
이미테이션 게임,168629,2,기타,14244.66667,15세이상관람가,드라마,1206456.5,1
이미테이션 게임,878019,9,기타,14244.66667,15세이상관람가,드라마,1206456.5,1
이미테이션 게임,1331858,16,기타,14244.66667,15세이상관람가,드라마,1206456.5,1
인디펜던스 데이 : 리써전스,170356,1,미국,1383136.333,12세이상관람가,액션,2511094.333,0
인디펜던스 데이 : 리써전스,1170530,8,미국,1383136.333,12세이상관람가,액션,2511094.333,0
인디펜던스 데이 : 리써전스,1446215,15,미국,1383136.333,12세이상관람가,액션,2511094.333,0
인사이드 아웃,1022890,7,미국,2719083.333,전체관람가,애니메이션,3008531,0
인사이드 아웃,2403862,14,미국,2719083.333,전체관람가,애니메이션,3008531,0
인서전트,248923,8,미국,2272199.667,15세이상관람가,범죄/스릴러,162559.3333,0
인서전트,281424,15,미국,2272199.667,15세이상관람가,범죄/스릴러,162559.3333,0
인시디어스 3,379594,7,미국,264826.3333,15세이상관람가,공포(호러),377651,0
인시디어스 3,732441,14,미국,264826.3333,15세이상관람가,공포(호러),377651,0
인천상륙작전,477171,1,한국,2392197.667,12세이상관람가,드라마,3481152.333,0
인천상륙작전,3903979,8,한국,2392197.667,12세이상관람가,드라마,3481152.333,0
인천상륙작전,5669373,15,한국,2392197.667,12세이상관람가,드라마,3481152.333,0
인턴,839500,7,미국,687584.6667,12세이상관람가,코미디,1716453.333,1
인턴,1699555,14,미국,687584.6667,12세이상관람가,코미디,1716453.333,1
인페르노,557906,8,미국,264826.3333,15세이상관람가,범죄/스릴러,505640.6667,0
인페르노,651924,15,미국,264826.3333,15세이상관람가,범죄/스릴러,505640.6667,0
일곱난쟁이,217620,15,기타,14244.66667,전체관람가,애니메이션,227586,0
임금님의 사건수첩,124843,1,한국,2392197.667,12세이상관람가,코미디,1916531.333,0
임금님의 사건수첩,1111569,8,한국,2392197.667,12세이상관람가,코미디,1916531.333,0
임금님의 사건수첩,1569479,15,한국,2392197.667,12세이상관람가,코미디,1916531.333,0
장난감이 살아있다,132560,15,기타,32674.66667,전체관람가,애니메이션,81095.5,1
장수상회,493627,7,한국,2392197.667,12세이상관람가,멜로/로맨스,1107046.333,0
장수상회,897033,14,한국,2392197.667,12세이상관람가,멜로/로맨스,1107046.333,0
재심,134255,1,한국,212200.3333,15세이상관람가,드라마,1490353.333,0
재심,1370817,8,한국,212200.3333,15세이상관람가,드라마,1490353.333,0
재심,2111160,15,한국,212200.3333,15세이상관람가,드라마,1490353.333,0
잭 리처: 네버 고 백,115980,1,미국,2272199.667,15세이상관람가,액션,386617.6667,0
잭 리처: 네버 고 백,540290,8,미국,2272199.667,15세이상관람가,액션,386617.6667,0
잭 리처: 네버 고 백,605137,15,미국,2272199.667,15세이상관람가,액션,386617.6667,0
정글북,1030514,7,미국,2719083.333,12세이상관람가,기타,3316609,0
정글북,1832903,14,미국,2719083.333,12세이상관람가,기타,3316609,0
제 5침공,129584,7,미국,264826.3333,12세이상관람가,액션,135874,0
제 5침공,135840,14,미국,264826.3333,12세이상관람가,액션,135874,0
제이슨 본,309323,1,미국,264826.3333,15세이상관람가,액션,1153440.333,0
제이슨 본,2016091,8,미국,264826.3333,15세이상관람가,액션,1153440.333,0
제이슨 본,2466123,15,미국,264826.3333,15세이상관람가,액션,1153440.333,0
조선마술사,119928,1,한국,2272199.667,12세이상관람가,드라마,1324238.667,0
조선마술사,571279,8,한국,2272199.667,12세이상관람가,드라마,1324238.667,0
조선마술사,623977,15,한국,2272199.667,12세이상관람가,드라마,1324238.667,0
조선명탐정 : 사라진 놉의 딸,121645,1,한국,5306580.667,12세이상관람가,드라마,3171454.667,1
조선명탐정 : 사라진 놉의 딸,1504049,8,한국,5306580.667,12세이상관람가,드라마,3171454.667,1
조선명탐정 : 사라진 놉의 딸,3360886,15,한국,5306580.667,12세이상관람가,드라마,3171454.667,1
조이,136090,7,미국,1383136.333,12세이상관람가,코미디,112342,0
조이,167629,14,미국,1383136.333,12세이상관람가,코미디,112342,0
조작된 도시,1435368,7,한국,2392197.667,15세이상관람가,범죄/스릴러,3577308.333,0
조작된 도시,2155595,14,한국,2392197.667,15세이상관람가,범죄/스릴러,3577308.333,0
존 윅,110661,8,미국,320856.3333,청소년관람불가,액션,81980.5,0
존 윅,115253,15,미국,320856.3333,청소년관람불가,액션,81980.5,0
존 윅 - 리로드,220625,8,미국,166364,청소년관람불가,액션,276379,0
존 윅 - 리로드,257445,15,미국,166364,청소년관람불가,액션,276379,0
좋아해줘,622398,8,한국,2392197.667,12세이상관람가,멜로/로맨스,657152,0
좋아해줘,813712,15,한국,2392197.667,12세이상관람가,멜로/로맨스,657152,0
주토피아,647314,8,미국,2719083.333,전체관람가,애니메이션,2157248.333,0
주토피아,1574413,15,미국,2719083.333,전체관람가,애니메이션,2157248.333,0
주피터 어센딩,293131,7,미국,687584.6667,12세이상관람가,범죄/스릴러,522371.6667,1
주피터 어센딩,308880,14,미국,687584.6667,12세이상관람가,범죄/스릴러,522371.6667,1
쥬라기 월드,2230919,7,미국,264826.3333,12세이상관람가,액션,2773417,0
쥬라기 월드,3733734,14,미국,264826.3333,12세이상관람가,액션,2773417,0
짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,139701,14,기타,120870,전체관람가,애니메이션,109930.3333,0
짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,125446,7,기타,565352,전체관람가,애니메이션,206343.3333,0
짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,179809,14,기타,565352,전체관람가,애니메이션,206343.3333,0
짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,118483,15,기타,565352,전체관람가,애니메이션,109930.3333,1
차이나타운,908156,8,한국,23395.66667,청소년관람불가,범죄/스릴러,1003091,0
차이나타운,1338238,15,한국,23395.66667,청소년관람불가,범죄/스릴러,1003091,0
채피,437579,7,미국,264826.3333,15세이상관람가,액션,878417.3333,0
채피,559078,14,미국,264826.3333,15세이상관람가,액션,878417.3333,0
최강전사 미니특공대 : 새로운 악당의 습격,127712,14,한국,52627,전체관람가,애니메이션,26897,1
최강전사 미니특공대: 영웅의 탄생,112268,14,한국,25144.33333,전체관람가,애니메이션,26897,1
치외법권,323629,7,한국,71380,15세이상관람가,액션,190369.3333,0
치외법권,345552,14,한국,71380,15세이상관람가,액션,190369.3333,0
카페 소사이어티,103378,15,미국,23395.66667,15세이상관람가,멜로/로맨스,74344.66667,1
캐롤,127230,7,미국,23395.66667,청소년관람불가,드라마,131738.3333,1
캐롤,255357,14,미국,23395.66667,청소년관람불가,드라마,131738.3333,1
캐리비안의 해적: 죽은 자는 말이 없다,208363,1,미국,2091118.667,12세이상관람가,액션,3049728,0
캐리비안의 해적: 죽은 자는 말이 없다,1865197,8,미국,2091118.667,12세이상관람가,액션,3049728,0
캐리비안의 해적: 죽은 자는 말이 없다,2712459,15,미국,2091118.667,12세이상관람가,액션,3049728,0
캡틴 아메리카: 시빌 워,729213,1,미국,2719083.333,12세이상관람가,액션,6320234.5,0
캡틴 아메리카: 시빌 워,4871540,8,미국,2719083.333,12세이상관람가,액션,6320234.5,0
캡틴 아메리카: 시빌 워,7648143,15,미국,2719083.333,12세이상관람가,액션,6320234.5,0
컨저링 2,769662,7,미국,687584.6667,15세이상관람가,공포(호러),2364885,0
컨저링 2,1402102,14,미국,687584.6667,15세이상관람가,공포(호러),2364885,0
컨택트,457862,7,미국,264826.3333,12세이상관람가,범죄/스릴러,393579.5,0
컨택트,591671,14,미국,264826.3333,12세이상관람가,범죄/스릴러,393579.5,0
콩: 스컬 아일랜드,1195510,8,미국,687584.6667,12세이상관람가,액션,1689717,0
콩: 스컬 아일랜드,1609890,15,미국,687584.6667,12세이상관람가,액션,1689717,0
쿵푸팬더3,1863589,7,미국,2392197.667,전체관람가,애니메이션,4523767,1
쿵푸팬더3,3272046,14,미국,2392197.667,전체관람가,애니메이션,4523767,1
클로버필드 10번지,295866,7,미국,2272199.667,15세이상관람가,범죄/스릴러,357736,0
클로버필드 10번지,343186,14,미국,2272199.667,15세이상관람가,범죄/스릴러,357736,0
킹 아서: 제왕의 검,383668,8,기타,687584.6667,12세이상관람가,기타,921140.3333,0
킹 아서: 제왕의 검,414832,15,기타,687584.6667,12세이상관람가,기타,921140.3333,0
킹스맨 : 시크릿 에이전트,1198680,8,미국,1383136.333,청소년관람불가,액션,7359,1
킹스맨 : 시크릿 에이전트,2679855,15,미국,1383136.333,청소년관람불가,액션,7359,1
탐정 : 더 비기닝,1439262,7,한국,2392197.667,15세이상관람가,코미디,2353130,1
탐정 : 더 비기닝,2162055,14,한국,2392197.667,15세이상관람가,코미디,2353130,1
탐정 홍길동: 사라진 마을,949965,8,한국,2392197.667,15세이상관람가,드라마,2695511,0
탐정 홍길동: 사라진 마을,1287089,15,한국,2392197.667,15세이상관람가,드라마,2695511,0
터널,399933,1,한국,5306580.667,12세이상관람가,드라마,3721363.333,0
터널,3763657,8,한국,5306580.667,12세이상관람가,드라마,3721363.333,0
터널,5503612,15,한국,5306580.667,12세이상관람가,드라마,3721363.333,0
터닝메카드W: 블랙미러의 부활,303598,8,한국,236415,전체관람가,애니메이션,429569,1
터닝메카드W: 블랙미러의 부활,402912,15,한국,236415,전체관람가,애니메이션,429569,1
터미네이터 제니시스,1895339,7,미국,2272199.667,15세이상관람가,액션,3140129.5,0
터미네이터 제니시스,2792253,14,미국,2272199.667,15세이상관람가,액션,3140129.5,0
테이큰 3,1341953,7,미국,1383136.333,15세이상관람가,액션,1637843.333,0
테이큰 3,1877515,14,미국,1383136.333,15세이상관람가,액션,1637843.333,0
퇴마: 무녀굴,111449,7,한국,325003.6667,15세이상관람가,공포(호러),323122.3333,0
퇴마: 무녀굴,119768,14,한국,325003.6667,15세이상관람가,공포(호러),323122.3333,0
투모로우랜드,243782,8,미국,2719083.333,12세이상관람가,액션,2965509.667,0
투모로우랜드,264973,15,미국,2719083.333,12세이상관람가,액션,2965509.667,0
트랜스포머: 최후의 기사,287797,1,미국,2272199.667,12세이상관람가,액션,2685463.667,0
트랜스포머: 최후의 기사,2015213,8,미국,2272199.667,12세이상관람가,액션,2685463.667,0
트랜스포머: 최후의 기사,2488376,15,미국,2272199.667,12세이상관람가,액션,2685463.667,0
트랜스포터: 리퓰드,146897,7,기타,325003.6667,15세이상관람가,액션,118078.5,0
트랜스포터: 리퓰드,161245,14,기타,325003.6667,15세이상관람가,액션,118078.5,0
트롤,301508,7,미국,2392197.667,전체관람가,애니메이션,1169031.667,0
트롤,589253,14,미국,2392197.667,전체관람가,애니메이션,1169031.667,0
트리플 엑스 리턴즈,434853,8,미국,2272199.667,15세이상관람가,액션,1129354.667,0
트리플 엑스 리턴즈,472973,15,미국,2272199.667,15세이상관람가,액션,1129354.667,0
특별수사: 사형수의 편지,726444,7,한국,565352,15세이상관람가,범죄/스릴러,784967.6667,0
특별수사: 사형수의 편지,1099284,14,한국,565352,15세이상관람가,범죄/스릴러,784967.6667,0
특별시민,194638,1,한국,5306580.667,15세이상관람가,드라마,896785,0
특별시민,1208488,8,한국,5306580.667,15세이상관람가,드라마,896785,0
특별시민,1351694,15,한국,5306580.667,15세이상관람가,드라마,896785,0
특종: 량첸살인기,495248,7,한국,2272199.667,15세이상관람가,범죄/스릴러,1240838,0
특종: 량첸살인기,609717,14,한국,2272199.667,15세이상관람가,범죄/스릴러,1240838,0
판도라,173024,1,한국,565352,12세이상관람가,드라마,3155055,0
판도라,1947524,8,한국,565352,12세이상관람가,드라마,3155055,0
판도라,3443787,15,한국,565352,12세이상관람가,드라마,3155055,0
판타스틱 4,354682,7,미국,1383136.333,12세이상관람가,액션,392032.5,0
판타스틱 4,398864,14,미국,1383136.333,12세이상관람가,액션,392032.5,0
패딩턴,242690,8,기타,2272199.667,전체관람가,코미디,314780,0
패딩턴,305470,15,기타,2272199.667,전체관람가,코미디,314780,0
패신저스,591953,8,미국,264826.3333,12세이상관람가,기타,1206456.5,0
패신저스,666423,15,미국,264826.3333,12세이상관람가,기타,1206456.5,0
팬,162788,7,미국,687584.6667,전체관람가,기타,179861.6667,0
팬,182969,14,미국,687584.6667,전체관람가,기타,179861.6667,0
포인트 브레이크,243316,7,미국,645121.6667,15세이상관람가,범죄/스릴러,295096,0
포인트 브레이크,292174,14,미국,645121.6667,15세이상관람가,범죄/스릴러,295096,0
포켓몬 더 무비 XY 후파: 광륜의 초마신,198841,8,기타,120870,전체관람가,애니메이션,266296.3333,0
포켓몬 더 무비 XY 후파: 광륜의 초마신,287179,15,기타,120870,전체관람가,애니메이션,266296.3333,0
포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,171224,7,기타,120870,전체관람가,애니메이션,266296.3333,0
포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,259147,14,기타,120870,전체관람가,애니메이션,266296.3333,0
프리즌,1619570,7,한국,5306580.667,청소년관람불가,범죄/스릴러,1271999.333,0
프리즌,2378417,14,한국,5306580.667,청소년관람불가,범죄/스릴러,1271999.333,0
플로렌스,114065,8,기타,120870,15세이상관람가,드라마,61357,0
플로렌스,135729,15,기타,120870,15세이상관람가,드라마,61357,0
픽셀,565525,7,미국,264826.3333,12세이상관람가,액션,861222.3333,0
픽셀,679870,14,미국,264826.3333,12세이상관람가,액션,861222.3333,0
하늘을 걷는 남자,202517,8,미국,264826.3333,12세이상관람가,드라마,379367.5,0
하늘을 걷는 남자,233642,15,미국,264826.3333,12세이상관람가,드라마,379367.5,0
하루,724055,7,한국,23395.66667,15세이상관람가,범죄/스릴러,982418.6667,0
하루,1069298,14,한국,23395.66667,15세이상관람가,범죄/스릴러,982418.6667,0
하트 오브 더 씨,456173,7,미국,687584.6667,12세이상관람가,액션,505640.6667,0
하트 오브 더 씨,798732,14,미국,687584.6667,12세이상관람가,액션,505640.6667,0
함정,240411,7,한국,96842,청소년관람불가,범죄/스릴러,314874.3333,0
함정,257675,14,한국,96842,청소년관람불가,범죄/스릴러,314874.3333,0
해빙,389152,1,한국,2272199.667,15세이상관람가,범죄/스릴러,603619.5,0
해빙,1006919,8,한국,2272199.667,15세이상관람가,범죄/스릴러,603619.5,0
해빙,1175424,15,한국,2272199.667,15세이상관람가,범죄/스릴러,603619.5,0
해어화,303873,8,한국,2272199.667,15세이상관람가,드라마,175100,0
해어화,436214,15,한국,2272199.667,15세이상관람가,드라마,175100,0
핵소 고지,152375,8,미국,71380,15세이상관람가,드라마,111580.3333,0
핵소 고지,168535,15,미국,71380,15세이상관람가,드라마,111580.3333,0
허삼관,716990,8,한국,565352,12세이상관람가,드라마,538474,0
허삼관,899801,15,한국,565352,12세이상관람가,드라마,538474,0
헌츠맨: 윈터스 워,112067,1,미국,264826.3333,12세이상관람가,액션,445009,0
헌츠맨: 윈터스 워,346027,8,미국,264826.3333,12세이상관람가,액션,445009,0
헌츠맨: 윈터스 워,439610,15,미국,264826.3333,12세이상관람가,액션,445009,0
헝거게임: 더 파이널,541092,8,미국,2272199.667,15세이상관람가,액션,928941.6667,0
헝거게임: 더 파이널,722158,15,미국,2272199.667,15세이상관람가,액션,928941.6667,0
헤이트풀8,111398,14,미국,12052.33333,청소년관람불가,액션,239244.6667,0
헬머니,320247,7,한국,565352,청소년관람불가,코미디,1130400.667,0
헬머니,452470,14,한국,565352,청소년관람불가,코미디,1130400.667,0
"협녀, 칼의 기억",394400,7,한국,2272199.667,15세이상관람가,드라마,175100,0
"협녀, 칼의 기억",425752,14,한국,2272199.667,15세이상관람가,드라마,175100,0
형,1461481,8,한국,2392197.667,12세이상관람가,코미디,2664666.5,0
형,2372436,15,한국,2392197.667,12세이상관람가,코미디,2664666.5,0
혼숨,217435,8,한국,107242,15세이상관람가,공포(호러),288016,0
혼숨,283098,15,한국,107242,15세이상관람가,공포(호러),288016,0
홈,247715,7,미국,2392197.667,전체관람가,애니메이션,857380.6667,0
홈,334745,14,미국,2392197.667,전체관람가,애니메이션,857380.6667,0
히든 피겨스,196427,7,미국,1383136.333,12세이상관람가,드라마,267965.5,0
히든 피겨스,315837,14,미국,1383136.333,12세이상관람가,드라마,267965.5,0
히말라야,229949,1,한국,2392197.667,12세이상관람가,드라마,5490874.667,0
히말라야,4834792,15,한국,2392197.667,12세이상관람가,드라마,5490874.667,0
